TIME,TIMECORR,CADENCENO,SAP_FLUX,SAP_FLUX_ERR,SAP_BKG,SAP_BKG_ERR,PDCSAP_FLUX,PDCSAP_FLUX_ERR,QUALITY,PSF_CENTR1,PSF_CENTR1_ERR,PSF_CENTR2,PSF_CENTR2_ERR,MOM_CENTR1,MOM_CENTR1_ERR,MOM_CENTR2,MOM_CENTR2_ERR,POS_CORR1,POS_CORR2
1326.030485,0.005600947,70970,7143.380371,11.36082745,2184.803711,4.204693317,8049.316895,13.45571613,0,NA,NA,NA,NA,1689.392101,0.001416356,1810.839392,0.001116376,-0.024004623,0.125686288
1326.031874,0.005600946,70971,7142.691406,11.3596735,2186.344482,4.204423904,8050.110352,13.45435143,0,NA,NA,NA,NA,1689.388216,0.001416475,1810.838114,0.001117019,-0.035736423,0.125200987
1326.033263,0.005600946,70972,7179.260254,11.37719727,2182.498047,4.20647192,8089.074219,13.47510433,0,NA,NA,NA,NA,1689.396243,0.001413288,1810.839611,0.001113343,-0.021729529,0.133390933
1326.034651,0.005600945,70973,7144.618652,11.36748981,2186.491455,4.210751057,8054.90625,13.46360779,0,NA,NA,NA,NA,1689.388347,0.001418103,1810.836877,0.001117062,-0.033821255,0.121469326
1326.03604,0.005600944,70974,7142.557129,11.35921383,2185.748047,4.204269886,8053.849121,13.45380688,0,NA,NA,NA,NA,1689.3854,0.001416801,1810.834259,0.001115935,-0.035866473,0.117212839
1326.037429,0.005600943,70975,7154.365234,11.36099911,2178.033691,4.201369762,8062.744141,13.45592117,0,NA,NA,NA,NA,1689.393489,0.001412284,1810.8338,0.001114801,-0.027380878,0.117883272
1326.038818,0.005600942,70976,7160.787598,11.37469864,2184.715088,4.211293697,8069.07666,13.47214699,0,NA,NA,NA,NA,1689.389396,0.001416912,1810.842466,0.001114921,-0.030763242,0.133986339
1326.040207,0.005600941,70977,7162.497559,11.37126446,2187.468262,4.206407547,8071.561523,13.46807861,0,NA,NA,NA,NA,1689.390418,0.001413531,1810.837825,0.001114734,-0.02877754,0.125284493
1326.041596,0.00560094,70978,7159.204102,11.36927509,2181.473389,4.208214283,8073.203613,13.46572208,0,NA,NA,NA,NA,1689.386745,0.001414461,1810.834868,0.001115988,-0.027613172,0.116878077
1326.042985,0.005600939,70979,7170.633301,11.37967205,2182.094482,4.211849213,8081.257324,13.47803688,0,NA,NA,NA,NA,1689.392606,0.001413229,1810.840996,0.001114348,-0.026859755,0.129215077
1326.044374,0.005600938,70980,7158.753418,11.36830521,2183.525635,4.205209255,8069.61084,13.46457386,0,NA,NA,NA,NA,1689.386582,0.001414883,1810.83446,0.001115241,-0.031469706,0.116773926
1326.045762,0.005600937,70981,7163.89209,11.36803532,2183.396729,4.202604294,8076.602539,13.46425438,0,NA,NA,NA,NA,1689.390241,0.001413194,1810.835964,0.001114816,-0.03025277,0.12209297
1326.047151,0.005600936,70982,7155.427246,11.36890507,2185.148926,4.208313942,8061.945801,13.46528435,0,NA,NA,NA,NA,1689.394389,0.001416022,1810.839405,0.001114232,-0.02211207,0.131599262
1326.04854,0.005600935,70983,7154.067871,11.35888195,2177.101318,4.196327686,8066.991699,13.45341206,0,NA,NA,NA,NA,1689.389445,0.001413498,1810.836287,0.001115248,-0.029977309,0.117702365
1326.049929,0.005600934,70984,7133.997559,11.36013985,2189.602051,4.204124451,8042.107422,13.4549036,0,NA,NA,NA,NA,1689.393467,0.001420485,1810.838994,0.001116436,-0.026099112,0.125970215
1326.051318,0.005600933,70985,7160.931152,11.36987209,2191.005371,4.205898762,8076.139648,13.46642971,0,NA,NA,NA,NA,1689.385643,0.001413811,1810.835572,0.001117189,-0.033463314,0.123686083
1326.052707,0.005600932,70986,7155.81543,11.36721992,2185.825928,4.208181381,8066.554199,13.46328831,0,NA,NA,NA,NA,1689.392304,0.001415513,1810.838339,0.001114848,-0.028135778,0.124824688
1326.054096,0.005600931,70987,7159.441895,11.37068748,2186.621338,4.20419836,8068.513672,13.46739578,0,NA,NA,NA,NA,1689.388183,0.001415292,1810.838866,0.001116104,-0.023176655,0.127918825
1326.055485,0.00560093,70988,7163.839355,11.37025356,2188.833252,4.204798698,8078.739258,13.46688175,0,NA,NA,NA,NA,1689.386554,0.001411981,1810.835851,0.001115498,-0.032503285,0.121547662
1326.056874,0.005600929,70989,7179.864258,11.37265301,2177.790039,4.199096203,8095.691406,13.46972275,0,NA,NA,NA,NA,1689.392872,0.001410241,1810.835039,0.001112487,-0.025304954,0.120938867
1326.058262,0.005600928,70990,7151.798828,11.36444569,2188.405273,4.20615387,8060.819336,13.4600029,0,NA,NA,NA,NA,1689.390511,0.001416004,1810.841165,0.00111511,-0.025518093,0.13151221
1326.059651,0.005600927,70991,7156.394531,11.37225628,2190.297607,4.211373329,8068.474609,13.46925259,0,NA,NA,NA,NA,1689.390482,0.001416759,1810.836254,0.001115493,-0.0278774,0.120957434
1326.06104,0.005600926,70992,7161.864746,11.36898422,2184.895508,4.208932877,8074.529297,13.46537781,0,NA,NA,NA,NA,1689.385183,0.00141436,1810.841485,0.001115921,-0.035763569,0.130041435
1326.062429,0.005600925,70993,7150.879883,11.36514473,2189.484375,4.206337929,8060.956055,13.46082973,0,NA,NA,NA,NA,1689.389254,0.001415437,1810.834392,0.001116271,-0.027371842,0.120470382
1326.063818,0.005600924,70994,7172.022461,11.37532806,2180.227295,4.202322006,8086.999023,13.47289181,0,NA,NA,NA,NA,1689.39149,0.001414175,1810.837256,0.001113245,-0.02837673,0.125943154
